Loan_ID,Customer_ID,Age,Employment_Type,Monthly_Income,Location,Credit_Score,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Monthly_Repayment,Amount_Repaid,Outstanding_Amount,Loan_Status,Days_Past_Due
LOAN000377,CUST00377,45,Salaried,154093,Lagos,776,Education,1202726,21.8,12,122076.69,549932.06,652793.94,Active,0
LOAN000378,CUST00378,23,Self-employed,1438357,Ibadan,850,Personal,1057321,8.99,6,192062.36,491844.94,565476.06,Active,20
LOAN000379,CUST00379,29,Self-employed,696663,Port Harcourt,672,Emergency,1037642,14.78,18,66166.97,931797.71,105844.29000000004,Active,30
LOAN000380,CUST00380,54,Salaried,824691,Lagos,734,Business,143568,10.27,24,6596.35,70706.19,72861.81,Active,20
LOAN000381,CUST00381,53,Salaried,1449782,Lagos,664,Emergency,1451193,11.88,36,45099.85,837786.27,613406.73,Active,10
LOAN000382,CUST00382,54,Salaried,1145934,Abuja,638,Emergency,1173055,18.74,24,58036.9,1407666.0,0.0,Closed,0
LOAN000383,CUST00383,50,Salaried,676738,Kano,565,Business,1943261,22.08,6,395388.84,2127447.16,0.0,Closed,0
LOAN000384,CUST00384,26,Unemployed,302249,Lagos,850,Emergency,991704,8.46,12,89633.51,733368.53,258335.46999999997,Defaulted,114
LOAN000385,CUST00385,38,Unemployed,214350,Lagos,850,Personal,963085,9.04,12,87512.32,541166.98,421918.02,Delinquent,47
LOAN000386,CUST00386,62,Salaried,863902,Kano,582,Emergency,1207741,11.52,18,74826.26,1162240.06,45500.939999999944,Active,0
LOAN000387,CUST00387,24,Salaried,285969,Kano,766,Personal,360797,16.33,36,11658.75,339048.99,21748.01000000001,Delinquent,37
LOAN000388,CUST00388,54,Self-employed,649980,Kano,461,Emergency,1895778,11.88,24,88374.85,1775477.59,120300.40999999992,Active,30
LOAN000389,CUST00389,20,Salaried,128571,Ibadan,620,Education,895097,7.88,36,26823.07,476065.26,419031.74,Active,30
LOAN000390,CUST00390,39,Salaried,1498112,Port Harcourt,724,Education,1613950,14.5,18,102665.15,1174422.95,439527.05000000005,Delinquent,32
LOAN000391,CUST00391,26,Self-employed,637929,Port Harcourt,489,Emergency,1849848,18.92,6,366639.87,1486001.95,363846.05000000005,Defaulted,119
LOAN000392,CUST00392,44,Salaried,722909,Ibadan,723,Education,924035,17.1,6,180340.83,798421.09,125613.91000000003,Active,10
LOAN000393,CUST00393,29,Salaried,167872,Abuja,779,Business,383389,6.31,36,11321.69,351927.0,31462.0,Active,0
LOAN000394,CUST00394,63,Salaried,170853,Abuja,705,Education,1007242,6.01,18,59320.96,1007419.93,0.0,Closed,0
LOAN000395,CUST00395,41,Self-employed,822489,Ibadan,450,Emergency,1109326,12.94,6,208812.13,808643.51,300682.49,Active,10
LOAN000396,CUST00396,65,Unemployed,422419,Lagos,674,Education,1045271,16.74,18,67791.63,918673.49,126597.51000000001,Active,20
LOAN000397,CUST00397,32,Salaried,107567,Abuja,496,Education,391641,22.08,12,39842.94,325639.17,66001.83000000002,Delinquent,72
LOAN000398,CUST00398,59,Salaried,1416477,Abuja,776,Personal,92052,22.29,6,18761.73,39184.98,52867.02,Active,10
LOAN000399,CUST00399,40,Salaried,519279,Ibadan,731,Education,1738386,23.86,18,119620.27,1283160.86,455225.1399999999,Active,30
LOAN000400,CUST00400,18,Salaried,507617,Kano,653,Education,1470183,15.41,36,47131.62,1115127.21,355055.79000000004,Active,0
LOAN000401,CUST00401,48,Self-employed,1227460,Lagos,588,Education,1327270,10.65,6,244770.71,1369059.28,0.0,Closed,0
LOAN000402,CUST00402,21,Self-employed,629827,Kano,594,Emergency,1856678,10.54,18,114020.66,1446048.1,410629.8999999999,Active,10
LOAN000403,CUST00403,44,Salaried,1435232,Ibadan,612,Emergency,343453,19.43,24,17091.08,212821.04,130631.95999999999,Defaulted,123
LOAN000404,CUST00404,61,Salaried,124069,Kano,592,Emergency,1249659,21.32,18,84227.02,1020521.69,229137.31000000006,Delinquent,45
LOAN000405,CUST00405,29,Salaried,1459010,Port Harcourt,542,Personal,679554,21.91,36,23012.34,765671.73,0.0,Closed,0
LOAN000406,CUST00406,61,Salaried,1037299,Port Harcourt,597,Personal,592432,19.5,36,19665.45,411111.38,181320.62,Delinquent,42
LOAN000407,CUST00407,39,Salaried,516099,Port Harcourt,673,Education,1610721,22.43,24,82166.91,1907244.05,0.0,Closed,0
LOAN000408,CUST00408,58,Salaried,1278030,Kano,471,Personal,1835124,7.36,6,328364.85,1944411.8,0.0,Closed,0
LOAN000409,CUST00409,21,Self-employed,1040316,Abuja,756,Business,1099577,7.4,24,49206.07,912775.45,186801.55000000005,Active,30
LOAN000410,CUST00410,23,Salaried,470052,Ibadan,777,Education,1244125,22.86,24,63688.83,963805.22,280319.78,Active,10
LOAN000411,CUST00411,28,Unemployed,1373371,Kano,819,Business,707276,17.69,6,138732.19,420697.29,286578.71,Active,10
LOAN000412,CUST00412,45,Self-employed,1076717,Ibadan,606,Emergency,1685259,6.76,36,49977.29,2022310.8,0.0,Closed,0
LOAN000413,CUST00413,18,Unemployed,949731,Port Harcourt,824,Business,853872,5.09,36,24925.95,526283.36,327588.64,Active,20
LOAN000414,CUST00414,62,Self-employed,87572,Port Harcourt,587,Education,1364257,19.67,12,136050.53,1637108.4,0.0,Closed,0
LOAN000415,CUST00415,37,Salaried,320387,Port Harcourt,616,Emergency,1105573,16.77,12,107581.47,689815.59,415757.41000000003,Active,0
LOAN000416,CUST00416,40,Salaried,1141123,Abuja,539,Business,758491,13.67,12,71848.06,262942.17,495548.83,Active,30
LOAN000417,CUST00417,55,Salaried,895973,Kano,557,Business,520435,19.54,12,51844.0,233549.25,286885.75,Active,0
LOAN000418,CUST00418,52,Salaried,308289,Kano,678,Personal,1414282,20.84,24,71209.1,1045995.24,368286.76,Delinquent,47
LOAN000419,CUST00419,21,Unemployed,1295549,Lagos,530,Emergency,1438251,7.16,6,256871.63,1725901.2,0.0,Closed,0
LOAN000420,CUST00420,31,Salaried,981794,Lagos,624,Education,1197734,10.05,12,109842.19,1251987.42,0.0,Closed,0
LOAN000421,CUST00421,44,Self-employed,932631,Lagos,730,Personal,1439327,15.41,36,46142.42,1058136.91,381190.0900000001,Active,10
LOAN000422,CUST00422,51,Salaried,642879,Abuja,695,Education,272851,14.95,36,8712.28,112737.5,160113.5,Active,20
LOAN000423,CUST00423,39,Salaried,909321,Abuja,709,Personal,132639,15.96,12,12817.35,106102.67,26536.33,Active,30
LOAN000424,CUST00424,23,Self-employed,76737,Kano,850,Personal,1951865,7.21,36,58127.62,1633224.2,318640.80000000005,Active,10
LOAN000425,CUST00425,24,Unemployed,262421,Abuja,586,Personal,1401272,9.62,18,85337.46,782859.85,618412.15,Active,0
LOAN000426,CUST00426,18,Salaried,659363,Abuja,583,Business,1469282,11.25,6,272429.37,827290.75,641991.25,Active,0
LOAN000427,CUST00427,41,Salaried,739251,Port Harcourt,792,Business,967953,24.1,18,66734.98,540876.52,427076.48,Delinquent,36
LOAN000428,CUST00428,62,Salaried,288723,Ibadan,581,Emergency,1007431,10.44,24,46358.62,1184891.25,0.0,Closed,0
LOAN000429,CUST00429,24,Self-employed,1410729,Ibadan,706,Emergency,399760,7.26,6,71463.76,199997.26,199762.74,Defaulted,110
LOAN000430,CUST00430,48,Self-employed,1243160,Ibadan,725,Personal,430130,17.23,18,28013.41,251339.19,178790.81,Active,10
LOAN000431,CUST00431,60,Salaried,912525,Port Harcourt,468,Personal,182825,10.23,18,11196.0,148248.57,34576.42999999999,Active,10
LOAN000432,CUST00432,27,Self-employed,957747,Kano,850,Personal,571303,14.64,24,27289.24,685563.6,0.0,Closed,0
LOAN000433,CUST00433,28,Self-employed,74421,Lagos,603,Emergency,379100,15.11,24,18182.58,214632.54,164467.46,Delinquent,86
LOAN000434,CUST00434,43,Salaried,722417,Abuja,690,Personal,633337,6.01,12,55950.05,529317.49,104019.51000000001,Active,30
LOAN000435,CUST00435,49,Salaried,1012791,Lagos,850,Personal,1251741,13.96,24,59436.84,1186103.81,65637.18999999994,Active,0
LOAN000436,CUST00436,58,Salaried,896074,Port Harcourt,554,Business,1218388,15.98,6,235514.4,849113.89,369274.11,Delinquent,70
LOAN000437,CUST00437,47,Self-employed,1422787,Port Harcourt,562,Emergency,764823,12.27,6,143111.13,257136.73,507686.27,Delinquent,85
LOAN000438,CUST00438,58,Salaried,1428179,Port Harcourt,850,Education,999029,7.28,12,89313.19,739343.31,259685.68999999994,Active,20
LOAN000439,CUST00439,30,Salaried,272973,Lagos,676,Emergency,394258,14.85,24,18866.89,234471.78,159786.22,Active,10
LOAN000440,CUST00440,20,Salaried,502123,Kano,792,Personal,1688757,8.81,18,102085.36,1258247.47,430509.53,Active,30
LOAN000441,CUST00441,49,Salaried,994776,Lagos,586,Personal,1285885,24.12,12,133003.37,1543062.0,0.0,Closed,0
LOAN000442,CUST00442,29,Unemployed,1210199,Kano,775,Business,1809124,16.7,36,58645.77,1091206.01,717917.99,Delinquent,89
LOAN000443,CUST00443,44,Salaried,319236,Kano,850,Business,1428923,17.01,18,92887.93,1364003.38,64919.62000000011,Active,30
LOAN000444,CUST00444,44,Salaried,623772,Kano,606,Education,769027,24.41,24,39864.44,711487.21,57539.79000000004,Delinquent,39
LOAN000445,CUST00445,31,Self-employed,1198832,Kano,783,Education,1542908,19.74,36,51318.83,1430578.82,112329.17999999993,Active,10
LOAN000446,CUST00446,63,Salaried,1489928,Lagos,710,Education,1460069,7.65,12,130980.36,1454439.93,5629.070000000065,Active,20
LOAN000447,CUST00447,61,Salaried,1229187,Kano,790,Education,1246715,23.85,24,64335.69,1333988.05,0.0,Closed,0
LOAN000448,CUST00448,27,Self-employed,935808,Lagos,727,Personal,1146244,7.13,24,51165.47,1334970.44,0.0,Closed,0
LOAN000449,CUST00449,21,Salaried,469225,Port Harcourt,667,Business,1697380,8.22,18,102050.26,1187936.13,509443.8700000001,Active,10
LOAN000450,CUST00450,61,Salaried,1184920,Kano,551,Business,1757136,14.05,36,55667.04,1953852.1,0.0,Closed,0
LOAN000451,CUST00451,42,Salaried,1407107,Ibadan,602,Emergency,548273,15.22,18,35095.56,471844.84,76428.15999999997,Active,0
LOAN000452,CUST00452,32,Salaried,1486861,Port Harcourt,803,Business,1207889,6.08,18,71184.93,916332.92,291556.07999999996,Active,30
LOAN000453,CUST00453,65,Salaried,455794,Kano,655,Personal,422089,24.67,6,87703.06,340764.99,81324.01000000001,Active,10
LOAN000454,CUST00454,18,Salaried,841042,Port Harcourt,739,Emergency,635340,16.13,12,61485.03,217313.7,418026.3,Active,20
LOAN000455,CUST00455,57,Salaried,374651,Port Harcourt,850,Emergency,1997474,11.45,6,371030.8,1884906.86,112567.1399999999,Delinquent,71
LOAN000456,CUST00456,51,Salaried,1250990,Lagos,676,Business,202842,20.68,18,13599.43,133402.39,69439.60999999999,Active,10
LOAN000457,CUST00457,39,Salaried,922271,Port Harcourt,839,Education,896026,6.84,12,79776.18,739055.78,156970.21999999997,Delinquent,73
LOAN000458,CUST00458,18,Salaried,665670,Lagos,683,Education,1628433,17.37,24,79637.16,1174770.03,453662.97,Defaulted,173
LOAN000459,CUST00459,61,Salaried,984631,Port Harcourt,672,Emergency,1396925,17.27,36,45504.83,1302449.5,94475.5,Active,0
LOAN000460,CUST00460,50,Salaried,287762,Kano,673,Emergency,1182959,19.48,6,235566.57,728785.45,454173.55000000005,Defaulted,137
LOAN000461,CUST00461,50,Salaried,1070903,Lagos,526,Personal,1933833,18.03,18,126805.73,2073242.1,0.0,Closed,0
LOAN000462,CUST00462,60,Unemployed,401052,Abuja,565,Emergency,1671766,15.76,6,322539.39,1320512.75,351253.25,Active,10
LOAN000463,CUST00463,59,Salaried,267950,Lagos,467,Business,1788011,19.05,24,88692.8,1982035.21,0.0,Closed,0
LOAN000464,CUST00464,53,Salaried,99813,Lagos,695,Business,745657,5.76,6,131434.47,434213.55,311443.45,Active,20
LOAN000465,CUST00465,38,Salaried,592424,Lagos,642,Emergency,996079,17.6,24,48807.87,1195294.8,0.0,Closed,0
LOAN000466,CUST00466,62,Salaried,1462009,Lagos,850,Education,62370,17.83,36,2041.4,36389.16,25980.839999999997,Active,0
LOAN000467,CUST00467,42,Salaried,1104525,Ibadan,386,Personal,1700231,18.72,36,56069.84,536585.81,1163645.19,Active,30
LOAN000468,CUST00468,52,Salaried,1044024,Port Harcourt,589,Business,511091,7.73,24,22941.6,450784.48,60306.52000000002,Delinquent,85
LOAN000469,CUST00469,53,Self-employed,675069,Kano,735,Business,1967151,24.31,18,135853.63,872687.5,1094463.5,Defaulted,91
LOAN000470,CUST00470,37,Salaried,308442,Abuja,582,Education,1251077,16.93,36,40635.68,1029811.79,221265.20999999996,Active,0
LOAN000471,CUST00471,57,Salaried,494044,Port Harcourt,754,Business,1404616,22.03,12,142837.74,513961.19,890654.81,Active,10
LOAN000472,CUST00472,47,Salaried,290380,Kano,638,Personal,1727008,16.35,6,334895.63,1632126.79,94881.20999999996,Delinquent,66
LOAN000473,CUST00473,49,Self-employed,659542,Port Harcourt,521,Education,575730,6.96,36,17105.58,690876.0,0.0,Closed,0
LOAN000474,CUST00474,38,Self-employed,318886,Ibadan,566,Emergency,541851,7.0,36,16105.02,158406.05,383444.95,Active,10
LOAN000475,CUST00475,38,Self-employed,738591,Ibadan,679,Business,691047,18.87,12,68453.96,508834.63,182212.37,Active,20
LOAN000476,CUST00476,26,Salaried,60133,Port Harcourt,692,Emergency,1697648,9.43,24,77405.68,1150375.83,547272.1699999999,Active,20
LOAN000477,CUST00477,35,Salaried,1020663,Abuja,823,Business,1674804,11.11,36,51690.96,627278.03,1047525.97,Active,0
LOAN000478,CUST00478,50,Self-employed,602043,Lagos,784,Emergency,1364115,6.53,6,242198.62,989467.15,374647.85,Delinquent,85
LOAN000479,CUST00479,48,Salaried,1287395,Abuja,704,Education,126873,16.03,36,4089.19,108199.53,18673.47,Delinquent,65
LOAN000480,CUST00480,43,Salaried,873128,Port Harcourt,703,Personal,1669305,16.79,18,108310.07,1537313.36,131991.6399999999,Active,0
LOAN000481,CUST00481,46,Salaried,1439737,Abuja,809,Business,1741437,24.64,12,180877.26,1641856.11,99580.8899999999,Delinquent,39
LOAN000482,CUST00482,40,Unemployed,1237737,Lagos,735,Business,1432889,22.44,12,146202.44,1159144.66,273744.3400000001,Delinquent,61
LOAN000483,CUST00483,42,Salaried,1072659,Ibadan,822,Emergency,604397,12.39,6,113213.63,437026.95,167370.05,Active,20
LOAN000484,CUST00484,65,Salaried,147386,Port Harcourt,850,Business,1410054,11.48,36,43664.67,771415.6,638638.4,Active,20
LOAN000485,CUST00485,32,Self-employed,839912,Kano,478,Emergency,816082,16.75,6,158795.96,602229.85,213852.15000000002,Active,30
LOAN000486,CUST00486,50,Self-employed,790080,Abuja,568,Emergency,773585,14.74,24,36983.81,609918.65,163666.34999999998,Delinquent,31
LOAN000487,CUST00487,27,Salaried,397300,Abuja,571,Business,1129071,17.87,12,110903.0,1131547.13,0.0,Closed,0
LOAN000488,CUST00488,64,Self-employed,809636,Lagos,423,Emergency,1763278,7.37,12,157769.3,1086434.87,676843.1299999999,Active,20
LOAN000489,CUST00489,26,Salaried,1466058,Kano,359,Business,491878,16.82,24,23942.16,302164.64,189713.36,Active,0
LOAN000490,CUST00490,29,Self-employed,332536,Kano,741,Emergency,132189,22.82,12,13529.54,36329.39,95859.61,Active,20
LOAN000491,CUST00491,46,Unemployed,1306943,Kano,701,Emergency,1387191,5.37,18,81204.62,1367409.72,19781.280000000028,Defaulted,117
LOAN000492,CUST00492,29,Salaried,1060131,Kano,644,Education,1791398,13.22,12,169018.4,823876.76,967521.24,Delinquent,83
LOAN000493,CUST00493,42,Self-employed,401737,Ibadan,510,Business,768633,23.45,36,26357.71,575644.04,192988.95999999996,Active,10
LOAN000494,CUST00494,61,Salaried,277688,Ibadan,755,Business,1146205,22.19,36,38904.11,1375446.0,0.0,Closed,0
LOAN000495,CUST00495,23,Salaried,1319848,Ibadan,653,Business,1047970,23.03,36,35814.37,716508.35,331461.65,Active,0
LOAN000496,CUST00496,20,Salaried,1315578,Kano,404,Emergency,52517,22.94,24,2690.18,42670.84,9846.160000000003,Active,20
LOAN000497,CUST00497,45,Unemployed,531267,Abuja,568,Education,1061086,20.79,24,53403.57,717131.56,343954.43999999994,Active,0
LOAN000498,CUST00498,34,Self-employed,1050637,Abuja,616,Personal,1958587,22.18,18,132944.53,880412.27,1078174.73,Active,30
LOAN000499,CUST00499,59,Salaried,64919,Abuja,726,Education,297104,15.4,24,14285.75,356524.8,0.0,Closed,0
LOAN000500,CUST00500,54,Salaried,907410,Port Harcourt,718,Education,374594,13.52,36,11812.2,216757.43,157836.57,Active,30
LOAN000501,CUST00501,48,Salaried,1477333,Abuja,760,Education,477176,13.26,36,15012.49,558203.65,0.0,Closed,0
LOAN000502,CUST00502,65,Salaried,1222504,Abuja,572,Personal,582210,24.77,36,20178.43,447072.72,135137.28000000003,Active,30
LOAN000503,CUST00503,39,Salaried,531865,Kano,697,Personal,1516562,23.98,6,313372.26,1455091.18,61470.820000000065,Active,30
LOAN000504,CUST00504,27,Salaried,387092,Ibadan,726,Emergency,1383529,5.11,6,242371.22,1409204.48,0.0,Closed,0
LOAN000505,CUST00505,20,Salaried,234844,Ibadan,585,Emergency,515085,12.42,36,16084.96,548496.41,0.0,Closed,0
LOAN000506,CUST00506,21,Self-employed,1337579,Abuja,673,Emergency,650769,19.23,36,21553.11,745272.52,0.0,Closed,0
LOAN000507,CUST00507,36,Salaried,970591,Abuja,567,Personal,1833769,18.14,36,60178.19,2200522.8,0.0,Closed,0
LOAN000508,CUST00508,61,Salaried,1307273,Lagos,673,Education,1514755,9.63,12,138385.49,1817706.0,0.0,Closed,0
LOAN000509,CUST00509,60,Self-employed,551757,Ibadan,591,Emergency,380185,6.74,18,22544.97,210840.94,169344.06,Delinquent,53
LOAN000510,CUST00510,36,Salaried,1279099,Kano,700,Education,82225,19.74,6,16409.37,53766.58,28458.42,Defaulted,160
LOAN000511,CUST00511,54,Unemployed,778708,Lagos,581,Education,629878,9.53,12,57492.11,571205.27,58672.72999999998,Active,30
LOAN000512,CUST00512,50,Salaried,417074,Port Harcourt,850,Education,273273,16.17,36,8818.37,202958.11,70314.89000000001,Active,0
LOAN000513,CUST00513,39,Unemployed,978553,Ibadan,702,Emergency,1231050,14.67,12,117637.09,1477260.0,0.0,Closed,0
LOAN000514,CUST00514,61,Self-employed,1280664,Abuja,664,Education,1060764,7.33,6,189753.0,807666.82,253097.18000000005,Active,10
LOAN000515,CUST00515,43,Unemployed,914919,Port Harcourt,527,Personal,1133187,15.71,18,72845.04,1058459.43,74727.57000000007,Active,0
LOAN000516,CUST00516,29,Unemployed,1212978,Abuja,449,Emergency,1049409,11.28,12,97315.19,706028.77,343380.23,Delinquent,48
LOAN000517,CUST00517,57,Salaried,468731,Port Harcourt,727,Business,557629,22.45,12,56901.39,485007.27,72621.72999999998,Active,10
LOAN000518,CUST00518,48,Salaried,273743,Port Harcourt,838,Education,214600,18.52,24,10597.66,129842.46,84757.54,Active,0
LOAN000519,CUST00519,43,Self-employed,1082512,Abuja,474,Business,1897564,22.94,18,129603.62,725382.36,1172181.6400000001,Active,20
LOAN000520,CUST00520,43,Salaried,163556,Abuja,775,Emergency,937464,14.57,36,29834.79,766222.65,171241.34999999998,Active,20
LOAN000521,CUST00521,18,Self-employed,302430,Abuja,594,Emergency,1014837,11.31,6,188269.18,1217804.4,0.0,Closed,0
LOAN000522,CUST00522,29,Salaried,1268462,Kano,645,Education,808335,17.26,18,52658.53,867831.89,0.0,Closed,0
LOAN000523,CUST00523,44,Salaried,547316,Port Harcourt,756,Education,1335730,11.86,12,124512.3,932622.46,403107.54000000004,Active,10
LOAN000524,CUST00524,64,Salaried,890103,Port Harcourt,460,Business,427255,16.43,36,13818.14,404053.71,23201.28999999998,Active,0
LOAN000525,CUST00525,48,Salaried,1214632,Lagos,815,Business,848770,8.92,12,77040.02,1012550.45,0.0,Closed,0
LOAN000526,CUST00526,49,Salaried,933992,Port Harcourt,697,Education,1923323,21.99,36,65173.94,1081544.51,841778.49,Active,20
LOAN000527,CUST00527,48,Self-employed,1228889,Lagos,681,Emergency,150053,12.97,12,14126.24,134778.96,15274.040000000008,Active,20
LOAN000528,CUST00528,25,Salaried,751825,Port Harcourt,569,Business,805617,16.21,18,52011.53,471212.19,334404.81,Active,30
LOAN000529,CUST00529,65,Salaried,1259750,Ibadan,790,Personal,1411326,15.77,18,90771.78,1047674.96,363651.04000000004,Active,30
LOAN000530,CUST00530,39,Self-employed,849163,Ibadan,605,Emergency,1022558,17.63,12,100236.25,933677.31,88880.68999999994,Delinquent,71
LOAN000531,CUST00531,56,Salaried,199619,Ibadan,308,Education,770634,9.56,18,46905.92,756384.68,14249.319999999949,Active,20
LOAN000532,CUST00532,46,Self-employed,983019,Ibadan,441,Business,811611,19.96,36,27044.68,888413.51,0.0,Closed,0
LOAN000533,CUST00533,65,Self-employed,435637,Lagos,515,Business,312227,19.56,18,20738.81,200221.1,112005.9,Defaulted,179
LOAN000534,CUST00534,43,Salaried,400036,Kano,789,Personal,250390,6.28,24,11088.1,90539.91,159850.09,Active,0
LOAN000535,CUST00535,65,Salaried,267953,Port Harcourt,691,Emergency,375633,6.69,24,16698.45,229019.55,146613.45,Active,10
LOAN000536,CUST00536,38,Salaried,1363825,Ibadan,707,Emergency,1154658,21.77,6,234337.84,849740.33,304917.67000000004,Active,20
LOAN000537,CUST00537,58,Unemployed,1183687,Kano,496,Emergency,1200382,13.9,36,37978.75,927951.18,272430.81999999995,Active,30
LOAN000538,CUST00538,48,Self-employed,1147774,Kano,590,Business,1169426,11.19,18,72238.04,1226587.6,0.0,Closed,0
LOAN000539,CUST00539,51,Salaried,237808,Abuja,598,Education,817103,13.24,12,77107.29,231260.93,585842.0700000001,Active,0
LOAN000540,CUST00540,48,Salaried,651384,Port Harcourt,752,Personal,67442,18.76,24,3337.25,80930.4,0.0,Closed,0
LOAN000541,CUST00541,44,Self-employed,952688,Kano,608,Emergency,1302007,9.62,6,237876.68,840320.99,461686.01,Active,10
LOAN000542,CUST00542,34,Salaried,877855,Lagos,850,Emergency,1549333,19.74,24,77298.81,1012503.81,536829.19,Delinquent,45
LOAN000543,CUST00543,35,Salaried,1361397,Port Harcourt,701,Education,1653353,21.0,36,55571.03,1429456.99,223896.01,Delinquent,74
LOAN000544,CUST00544,25,Salaried,915922,Ibadan,678,Emergency,193579,8.65,18,11684.64,205016.62,0.0,Closed,0
LOAN000545,CUST00545,29,Self-employed,620706,Lagos,626,Education,1081790,8.76,6,196092.47,727273.74,354516.26,Active,0
LOAN000546,CUST00546,49,Salaried,614543,Abuja,645,Education,969426,19.54,12,96570.99,706245.86,263180.14,Active,0
LOAN000547,CUST00547,39,Salaried,931313,Lagos,656,Business,1726594,14.97,18,110281.4,1671841.74,54752.26000000001,Active,0
LOAN000548,CUST00548,42,Salaried,167520,Lagos,640,Personal,872968,6.43,24,38712.49,846597.4,26370.599999999977,Active,20
LOAN000549,CUST00549,51,Salaried,572111,Abuja,410,Emergency,978956,9.94,6,179377.37,757311.12,221644.88,Active,0
LOAN000550,CUST00550,58,Self-employed,866049,Lagos,691,Personal,704540,23.72,12,72638.07,722081.85,0.0,Closed,0
LOAN000551,CUST00551,60,Salaried,581235,Abuja,302,Personal,676656,8.97,6,122892.01,710084.86,0.0,Closed,0
LOAN000552,CUST00552,55,Self-employed,544856,Lagos,633,Emergency,730554,5.3,18,42737.41,876664.8,0.0,Closed,0
LOAN000553,CUST00553,62,Salaried,559795,Kano,525,Business,138066,16.62,24,6708.86,149450.21,0.0,Closed,0
LOAN000554,CUST00554,58,Self-employed,828879,Lagos,523,Personal,571608,8.15,6,103032.34,533785.94,37822.060000000056,Active,20
LOAN000555,CUST00555,38,Self-employed,795574,Kano,850,Education,1520791,15.73,6,293335.24,856006.58,664784.42,Active,10
LOAN000556,CUST00556,20,Self-employed,970060,Ibadan,676,Emergency,94780,18.78,18,6254.43,65663.14,29116.86,Delinquent,47
LOAN000557,CUST00557,29,Salaried,1222359,Kano,709,Education,1511794,14.8,36,48209.43,1528454.45,0.0,Closed,0
LOAN000558,CUST00558,28,Self-employed,728807,Lagos,693,Business,627397,22.35,36,21322.78,498859.46,128537.53999999998,Defaulted,160
LOAN000559,CUST00559,18,Salaried,992426,Kano,643,Emergency,602283,15.83,24,29067.68,722739.6,0.0,Closed,0
LOAN000560,CUST00560,60,Self-employed,439093,Kano,776,Emergency,1349677,22.14,36,45791.54,1093683.38,255993.6200000001,Active,0
LOAN000561,CUST00561,57,Salaried,448185,Port Harcourt,792,Education,1093436,20.31,12,109626.07,1182723.56,0.0,Closed,0
LOAN000562,CUST00562,29,Self-employed,909422,Lagos,512,Business,281660,6.93,6,50196.51,265216.43,16443.570000000007,Active,10
LOAN000563,CUST00563,60,Salaried,274510,Ibadan,512,Education,257101,5.64,24,11316.73,308521.2,0.0,Closed,0
LOAN000564,CUST00564,59,Salaried,152940,Ibadan,559,Personal,1320776,19.36,6,262746.37,1110496.1,210279.8999999999,Defaulted,116
LOAN000565,CUST00565,63,Self-employed,1031591,Lagos,689,Education,177297,12.22,24,8290.11,129561.29,47735.71000000001,Delinquent,81
LOAN000566,CUST00566,24,Salaried,1159437,Lagos,700,Business,197614,21.69,6,40079.41,167261.91,30352.089999999997,Defaulted,156
LOAN000567,CUST00567,54,Salaried,1164974,Abuja,704,Emergency,455000,15.52,12,43801.33,546000.0,0.0,Closed,0
LOAN000568,CUST00568,24,Self-employed,271279,Abuja,765,Business,1259141,12.16,24,58843.86,852127.46,407013.54000000004,Delinquent,58
LOAN000569,CUST00569,56,Salaried,1203361,Ibadan,502,Education,757815,18.15,36,24871.07,838780.82,0.0,Closed,0
LOAN000570,CUST00570,64,Salaried,710927,Port Harcourt,734,Business,730849,21.9,24,37121.04,679119.52,51729.47999999998,Delinquent,58
LOAN000571,CUST00571,46,Salaried,1231000,Ibadan,815,Personal,836564,20.31,18,55915.01,552743.73,283820.27,Active,30
LOAN000572,CUST00572,18,Unemployed,122693,Port Harcourt,665,Business,1299405,5.33,12,114055.27,916058.86,383346.14,Defaulted,128
LOAN000573,CUST00573,53,Self-employed,500516,Kano,651,Business,95511,20.43,18,6390.22,66674.17,28836.83,Defaulted,155
LOAN000574,CUST00574,32,Salaried,247734,Port Harcourt,477,Education,795864,8.12,18,47804.9,335152.24,460711.76,Active,10
LOAN000575,CUST00575,64,Salaried,242739,Port Harcourt,548,Emergency,1243415,23.36,6,255646.12,1492098.0,0.0,Closed,0
LOAN000576,CUST00576,56,Salaried,412602,Port Harcourt,391,Personal,1935390,18.79,36,63862.49,875923.25,1059466.75,Delinquent,37
LOAN000577,CUST00577,44,Salaried,1258554,Lagos,491,Business,1686034,6.12,18,99401.07,941332.13,744701.87,Active,30
LOAN000578,CUST00578,21,Self-employed,1418977,Port Harcourt,771,Personal,1997526,5.23,24,87583.19,2397031.2,0.0,Closed,0
LOAN000579,CUST00579,46,Salaried,719655,Kano,850,Personal,363692,11.54,12,33805.17,197686.57,166005.43,Active,30
LOAN000580,CUST00580,39,Salaried,515747,Lagos,611,Emergency,1699133,12.89,12,159845.94,1774794.79,0.0,Closed,0
LOAN000581,CUST00581,62,Self-employed,1248397,Abuja,850,Business,1199558,12.98,6,225876.77,213.86,1199344.14,Active,30
LOAN000582,CUST00582,33,Salaried,1058567,Lagos,452,Education,1073118,12.91,36,33657.15,357485.93,715632.0700000001,Active,10
LOAN000583,CUST00583,60,Salaried,951913,Ibadan,850,Emergency,1988058,16.52,6,386080.86,2100922.3,0.0,Closed,0
